
input per-read per-base error rate? 
per-read per-base error rate e = 0.001
 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
 6  1    -6.913   -4.159  -34.540   2.75  01   0.00000  0.09375
 6  2   -13.820   -4.159  -27.633   9.66  01   0.00000  0.23438
 6  3   -20.726   -4.159  -20.726  16.57  01   0.00000  0.31250
 6  4   -27.633   -4.159  -13.820   9.66  01   0.00001  0.23438
 6  5   -34.540   -4.159   -6.913   2.75  01   0.00597  0.09375
 6  6   -41.447   -4.159   -0.006   4.15  11   0.99401  0.01563

n =  6  GTcallerror (for GT 11, 01) =   0.005985   0.031250

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
 7  0    -0.007   -4.852  -48.354   4.85  00   0.00000  0.00781
 7  1    -6.914   -4.852  -41.448   2.06  01   0.00000  0.05469
 7  2   -13.821   -4.852  -34.541   8.97  01   0.00000  0.16406
 7  3   -20.727   -4.852  -27.634  15.88  01   0.00000  0.27344
 7  4   -27.634   -4.852  -20.727  15.88  01   0.00000  0.27344
 7  5   -34.541   -4.852  -13.821   8.97  01   0.00002  0.16406
 7  6   -41.448   -4.852   -6.914   2.06  01   0.00696  0.05469
 7  7   -48.354   -4.852   -0.007   4.85  11   0.99302  0.00781

n =  7  GTcallerror (for GT 11, 01) =   0.006979   0.015625

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
 8  0    -0.008   -5.545  -55.262   5.54  00   0.00000  0.00391
 8  1    -6.915   -5.545  -48.355   1.37  01   0.00000  0.03125
 8  2   -13.822   -5.545  -41.449   8.28  01   0.00000  0.10938
 8  3   -20.728   -5.545  -34.542  15.18  01   0.00000  0.21875
 8  4   -27.635   -5.545  -27.635  22.09  01   0.00000  0.27344
 8  5   -34.542   -5.545  -20.728  15.18  01   0.00000  0.21875
 8  6   -41.449   -5.545  -13.822   8.28  01   0.00003  0.10938
 8  7   -48.355   -5.545   -6.915   1.37  01   0.00794  0.03125
 8  8   -55.262   -5.545   -0.008   5.54  11   0.99203  0.00391

n =  8  GTcallerror (for GT 11, 01) =   0.007972   0.007813

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
 9  0    -0.009   -6.238  -62.170   6.23  00   0.00000  0.00195
 9  1    -6.916   -6.238  -55.263   0.68  01   0.00000  0.01758
 9  2   -13.823   -6.238  -48.356   7.58  01   0.00000  0.07031
 9  3   -20.729   -6.238  -41.450  14.49  01   0.00000  0.16406
 9  4   -27.636   -6.238  -34.543  21.40  01   0.00000  0.24609
 9  5   -34.543   -6.238  -27.636  21.40  01   0.00000  0.24609
 9  6   -41.450   -6.238  -20.729  14.49  01   0.00000  0.16406
 9  7   -48.356   -6.238  -13.823   7.58  01   0.00004  0.07031
 9  8   -55.263   -6.238   -6.916   0.68  01   0.00893  0.01758
 9  9   -62.170   -6.238   -0.009   6.23  11   0.99104  0.00195

n =  9  GTcallerror (for GT 11, 01) =   0.008964   0.003906

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
10  0    -0.010   -6.931  -69.078   6.92  00   0.00000  0.00098
10  1    -6.917   -6.931  -62.171   0.01  00   0.00000  0.00977
10  2   -13.824   -6.931  -55.264   6.89  01   0.00000  0.04395
10  3   -20.730   -6.931  -48.357  13.80  01   0.00000  0.11719
10  4   -27.637   -6.931  -41.451  20.71  01   0.00000  0.20508
10  5   -34.544   -6.931  -34.544  27.61  01   0.00000  0.24609
10  6   -41.451   -6.931  -27.637  20.71  01   0.00000  0.20508
10  7   -48.357   -6.931  -20.730  13.80  01   0.00000  0.11719
10  8   -55.264   -6.931  -13.824   6.89  01   0.00004  0.04395
10  9   -62.171   -6.931   -6.917   0.01  11   0.00991  0.00977
10 10   -69.078   -6.931   -0.010   6.92  11   0.99004  0.00098

n = 10  GTcallerror (for GT 11, 01) =   0.000045   0.021484

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
11  0    -0.011   -7.625  -75.985   7.61  00   0.00000  0.00049
11  1    -6.918   -7.625  -69.079   0.71  00   0.00000  0.00537
11  2   -13.825   -7.625  -62.172   6.20  01   0.00000  0.02686
11  3   -20.731   -7.625  -55.265  13.11  01   0.00000  0.08057
11  4   -27.638   -7.625  -48.358  20.01  01   0.00000  0.16113
11  5   -34.545   -7.625  -41.452  26.92  01   0.00000  0.22559
11  6   -41.452   -7.625  -34.545  26.92  01   0.00000  0.22559
11  7   -48.358   -7.625  -27.638  20.01  01   0.00000  0.16113
11  8   -55.265   -7.625  -20.731  13.11  01   0.00000  0.08057
11  9   -62.172   -7.625  -13.825   6.20  01   0.00005  0.02686
11 10   -69.079   -7.625   -6.918   0.71  11   0.01089  0.00537
11 11   -75.985   -7.625   -0.011   7.61  11   0.98905  0.00049

n = 11  GTcallerror (for GT 11, 01) =   0.000055   0.011719

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
12  0    -0.012   -8.318  -82.893   8.31  00   0.00000  0.00024
12  1    -6.919   -8.318  -75.986   1.40  00   0.00000  0.00293
12  2   -13.826   -8.318  -69.080   5.51  01   0.00000  0.01611
12  3   -20.732   -8.318  -62.173  12.41  01   0.00000  0.05371
12  4   -27.639   -8.318  -55.266  19.32  01   0.00000  0.12085
12  5   -34.546   -8.318  -48.359  26.23  01   0.00000  0.19336
12  6   -41.453   -8.318  -41.453  33.13  01   0.00000  0.22559
12  7   -48.359   -8.318  -34.546  26.23  01   0.00000  0.19336
12  8   -55.266   -8.318  -27.639  19.32  01   0.00000  0.12085
12  9   -62.173   -8.318  -20.732  12.41  01   0.00000  0.05371
12 10   -69.080   -8.318  -13.826   5.51  01   0.00007  0.01611
12 11   -75.986   -8.318   -6.919   1.40  11   0.01187  0.00293
12 12   -82.893   -8.318   -0.012   8.31  11   0.98807  0.00024

n = 12  GTcallerror (for GT 11, 01) =   0.000066   0.006348

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
13  0    -0.013   -9.011  -89.801   9.00  00   0.00000  0.00012
13  1    -6.920   -9.011  -82.894   2.09  00   0.00000  0.00159
13  2   -13.827   -9.011  -75.987   4.82  01   0.00000  0.00952
13  3   -20.733   -9.011  -69.081  11.72  01   0.00000  0.03491
13  4   -27.640   -9.011  -62.174  18.63  01   0.00000  0.08728
13  5   -34.547   -9.011  -55.267  25.54  01   0.00000  0.15710
13  6   -41.454   -9.011  -48.360  32.44  01   0.00000  0.20947
13  7   -48.360   -9.011  -41.454  32.44  01   0.00000  0.20947
13  8   -55.267   -9.011  -34.547  25.54  01   0.00000  0.15710
13  9   -62.174   -9.011  -27.640  18.63  01   0.00000  0.08728
13 10   -69.081   -9.011  -20.733  11.72  01   0.00000  0.03491
13 11   -75.987   -9.011  -13.827   4.82  01   0.00008  0.00952
13 12   -82.894   -9.011   -6.920   2.09  11   0.01284  0.00159
13 13   -89.801   -9.011   -0.013   9.00  11   0.98708  0.00012

n = 13  GTcallerror (for GT 11, 01) =   0.000077   0.003418

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
14  0    -0.014   -9.704  -96.709   9.69  00   0.00000  0.00006
14  1    -6.921   -9.704  -89.802   2.78  00   0.00000  0.00085
14  2   -13.828   -9.704  -82.895   4.12  01   0.00000  0.00555
14  3   -20.734   -9.704  -75.988  11.03  01   0.00000  0.02222
14  4   -27.641   -9.704  -69.082  17.94  01   0.00000  0.06110
14  5   -34.548   -9.704  -62.175  24.84  01   0.00000  0.12219
14  6   -41.455   -9.704  -55.268  31.75  01   0.00000  0.18329
14  7   -48.361   -9.704  -48.361  38.66  01   0.00000  0.20947
14  8   -55.268   -9.704  -41.455  31.75  01   0.00000  0.18329
14  9   -62.175   -9.704  -34.548  24.84  01   0.00000  0.12219
14 10   -69.082   -9.704  -27.641  17.94  01   0.00000  0.06110
14 11   -75.988   -9.704  -20.734  11.03  01   0.00000  0.02222
14 12   -82.895   -9.704  -13.828   4.12  01   0.00009  0.00555
14 13   -89.802   -9.704   -6.921   2.78  11   0.01382  0.00085
14 14   -96.709   -9.704   -0.014   9.69  11   0.98609  0.00006

n = 14  GTcallerror (for GT 11, 01) =   0.000090   0.001831

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
15  0    -0.015  -10.397 -103.616  10.38  00   0.00000  0.00003
15  1    -6.922  -10.397  -96.710   3.48  00   0.00000  0.00046
15  2   -13.829  -10.397  -89.803   3.43  01   0.00000  0.00320
15  3   -20.735  -10.397  -82.896  10.34  01   0.00000  0.01389
15  4   -27.642  -10.397  -75.989  17.24  01   0.00000  0.04166
15  5   -34.549  -10.397  -69.083  24.15  01   0.00000  0.09164
15  6   -41.456  -10.397  -62.176  31.06  01   0.00000  0.15274
15  7   -48.362  -10.397  -55.269  37.97  01   0.00000  0.19638
15  8   -55.269  -10.397  -48.362  37.97  01   0.00000  0.19638
15  9   -62.176  -10.397  -41.456  31.06  01   0.00000  0.15274
15 10   -69.083  -10.397  -34.549  24.15  01   0.00000  0.09164
15 11   -75.989  -10.397  -27.642  17.24  01   0.00000  0.04166
15 12   -82.896  -10.397  -20.735  10.34  01   0.00000  0.01389
15 13   -89.803  -10.397  -13.829   3.43  01   0.00010  0.00320
15 14   -96.710  -10.397   -6.922   3.48  11   0.01479  0.00046
15 15  -103.616  -10.397   -0.015  10.38  11   0.98510  0.00003

n = 15  GTcallerror (for GT 11, 01) =   0.000104   0.000977

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
16  0    -0.016  -11.090 -110.524  11.07  00   0.00000  0.00002
16  1    -6.923  -11.090 -103.617   4.17  00   0.00000  0.00024
16  2   -13.830  -11.090  -96.711   2.74  01   0.00000  0.00183
16  3   -20.736  -11.090  -89.804   9.65  01   0.00000  0.00854
16  4   -27.643  -11.090  -82.897  16.55  01   0.00000  0.02777
16  5   -34.550  -11.090  -75.990  23.46  01   0.00000  0.06665
16  6   -41.457  -11.090  -69.084  30.37  01   0.00000  0.12219
16  7   -48.363  -11.090  -62.177  37.27  01   0.00000  0.17456
16  8   -55.270  -11.090  -55.270  44.18  01   0.00000  0.19638
16  9   -62.177  -11.090  -48.363  37.27  01   0.00000  0.17456
16 10   -69.084  -11.090  -41.457  30.37  01   0.00000  0.12219
16 11   -75.990  -11.090  -34.550  23.46  01   0.00000  0.06665
16 12   -82.897  -11.090  -27.643  16.55  01   0.00000  0.02777
16 13   -89.804  -11.090  -20.736   9.65  01   0.00000  0.00854
16 14   -96.711  -11.090  -13.830   2.74  01   0.00012  0.00183
16 15  -103.617  -11.090   -6.923   4.17  11   0.01576  0.00024
16 16  -110.524  -11.090   -0.016  11.07  11   0.98412  0.00002

n = 16  GTcallerror (for GT 11, 01) =   0.000119   0.000519

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
17  0    -0.017  -11.784 -117.432  11.77  00   0.00000  0.00001
17  1    -6.924  -11.784 -110.525   4.86  00   0.00000  0.00013
17  2   -13.831  -11.784 -103.618   2.05  01   0.00000  0.00104
17  3   -20.737  -11.784  -96.712   8.95  01   0.00000  0.00519
17  4   -27.644  -11.784  -89.805  15.86  01   0.00000  0.01816
17  5   -34.551  -11.784  -82.898  22.77  01   0.00000  0.04721
17  6   -41.458  -11.784  -75.991  29.67  01   0.00000  0.09442
17  7   -48.364  -11.784  -69.085  36.58  01   0.00000  0.14838
17  8   -55.271  -11.784  -62.178  43.49  01   0.00000  0.18547
17  9   -62.178  -11.784  -55.271  43.49  01   0.00000  0.18547
17 10   -69.085  -11.784  -48.364  36.58  01   0.00000  0.14838
17 11   -75.991  -11.784  -41.458  29.67  01   0.00000  0.09442
17 12   -82.898  -11.784  -34.551  22.77  01   0.00000  0.04721
17 13   -89.805  -11.784  -27.644  15.86  01   0.00000  0.01816
17 14   -96.712  -11.784  -20.737   8.95  01   0.00000  0.00519
17 15  -103.618  -11.784  -13.831   2.05  01   0.00013  0.00104
17 16  -110.525  -11.784   -6.924   4.86  11   0.01673  0.00013
17 17  -117.432  -11.784   -0.017  11.77  11   0.98314  0.00001

n = 17  GTcallerror (for GT 11, 01) =   0.000135   0.000275

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
18  0    -0.018  -12.477 -124.340  12.46  00   0.00000  0.00000
18  1    -6.925  -12.477 -117.433   5.55  00   0.00000  0.00007
18  2   -13.832  -12.477 -110.526   1.35  01   0.00000  0.00058
18  3   -20.738  -12.477 -103.619   8.26  01   0.00000  0.00311
18  4   -27.645  -12.477  -96.713  15.17  01   0.00000  0.01167
18  5   -34.552  -12.477  -89.806  22.08  01   0.00000  0.03268
18  6   -41.459  -12.477  -82.899  28.98  01   0.00000  0.07082
18  7   -48.365  -12.477  -75.992  35.89  01   0.00000  0.12140
18  8   -55.272  -12.477  -69.086  42.80  01   0.00000  0.16692
18  9   -62.179  -12.477  -62.179  49.70  01   0.00000  0.18547
18 10   -69.086  -12.477  -55.272  42.80  01   0.00000  0.16692
18 11   -75.992  -12.477  -48.365  35.89  01   0.00000  0.12140
18 12   -82.899  -12.477  -41.459  28.98  01   0.00000  0.07082
18 13   -89.806  -12.477  -34.552  22.08  01   0.00000  0.03268
18 14   -96.713  -12.477  -27.645  15.17  01   0.00000  0.01167
18 15  -103.619  -12.477  -20.738   8.26  01   0.00000  0.00311
18 16  -110.526  -12.477  -13.832   1.35  01   0.00015  0.00058
18 17  -117.433  -12.477   -6.925   5.55  11   0.01770  0.00007
18 18  -124.340  -12.477   -0.018  12.46  11   0.98215  0.00000

n = 18  GTcallerror (for GT 11, 01) =   0.000151   0.000145

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
19  0    -0.019  -13.170 -131.247  13.15  00   0.00000  0.00000
19  1    -6.926  -13.170 -124.341   6.24  00   0.00000  0.00004
19  2   -13.833  -13.170 -117.434   0.66  01   0.00000  0.00033
19  3   -20.739  -13.170 -110.527   7.57  01   0.00000  0.00185
19  4   -27.646  -13.170 -103.620  14.48  01   0.00000  0.00739
19  5   -34.553  -13.170  -96.714  21.38  01   0.00000  0.02218
19  6   -41.460  -13.170  -89.807  28.29  01   0.00000  0.05175
19  7   -48.366  -13.170  -82.900  35.20  01   0.00000  0.09611
19  8   -55.273  -13.170  -75.993  42.10  01   0.00000  0.14416
19  9   -62.180  -13.170  -69.087  49.01  01   0.00000  0.17620
19 10   -69.087  -13.170  -62.180  49.01  01   0.00000  0.17620
19 11   -75.993  -13.170  -55.273  42.10  01   0.00000  0.14416
19 12   -82.900  -13.170  -48.366  35.20  01   0.00000  0.09611
19 13   -89.807  -13.170  -41.460  28.29  01   0.00000  0.05175
19 14   -96.714  -13.170  -34.553  21.38  01   0.00000  0.02218
19 15  -103.620  -13.170  -27.646  14.48  01   0.00000  0.00739
19 16  -110.527  -13.170  -20.739   7.57  01   0.00000  0.00185
19 17  -117.434  -13.170  -13.833   0.66  01   0.00017  0.00033
19 18  -124.341  -13.170   -6.926   6.24  11   0.01866  0.00004
19 19  -131.247  -13.170   -0.019  13.15  11   0.98117  0.00000

n = 19  GTcallerror (for GT 11, 01) =   0.000169   0.000076

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
20  0    -0.020  -13.863 -138.155  13.84  00   0.00000  0.00000
20  1    -6.927  -13.863 -131.248   6.94  00   0.00000  0.00002
20  2   -13.834  -13.863 -124.342   0.03  00   0.00000  0.00018
20  3   -20.740  -13.863 -117.435   6.88  01   0.00000  0.00109
20  4   -27.647  -13.863 -110.528  13.78  01   0.00000  0.00462
20  5   -34.554  -13.863 -103.621  20.69  01   0.00000  0.01479
20  6   -41.461  -13.863  -96.715  27.60  01   0.00000  0.03696
20  7   -48.367  -13.863  -89.808  34.50  01   0.00000  0.07393
20  8   -55.274  -13.863  -82.901  41.41  01   0.00000  0.12013
20  9   -62.181  -13.863  -75.994  48.32  01   0.00000  0.16018
20 10   -69.088  -13.863  -69.088  55.22  01   0.00000  0.17620
20 11   -75.994  -13.863  -62.181  48.32  01   0.00000  0.16018
20 12   -82.901  -13.863  -55.274  41.41  01   0.00000  0.12013
20 13   -89.808  -13.863  -48.367  34.50  01   0.00000  0.07393
20 14   -96.715  -13.863  -41.461  27.60  01   0.00000  0.03696
20 15  -103.621  -13.863  -34.554  20.69  01   0.00000  0.01479
20 16  -110.528  -13.863  -27.647  13.78  01   0.00000  0.00462
20 17  -117.435  -13.863  -20.740   6.88  01   0.00000  0.00109
20 18  -124.342  -13.863  -13.834   0.03  11   0.00019  0.00018
20 19  -131.248  -13.863   -6.927   6.94  11   0.01962  0.00002
20 20  -138.155  -13.863   -0.020  13.84  11   0.98019  0.00000

n = 20  GTcallerror (for GT 11, 01) =   0.000001   0.000402

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
21  0    -0.021  -14.556 -145.063  14.54  00   0.00000  0.00000
21  1    -6.928  -14.556 -138.156   7.63  00   0.00000  0.00001
21  2   -13.835  -14.556 -131.249   0.72  00   0.00000  0.00010
21  3   -20.741  -14.556 -124.343   6.19  01   0.00000  0.00063
21  4   -27.648  -14.556 -117.436  13.09  01   0.00000  0.00285
21  5   -34.555  -14.556 -110.529  20.00  01   0.00000  0.00970
21  6   -41.462  -14.556 -103.622  26.91  01   0.00000  0.02588
21  7   -48.368  -14.556  -96.716  33.81  01   0.00000  0.05545
21  8   -55.275  -14.556  -89.809  40.72  01   0.00000  0.09703
21  9   -62.182  -14.556  -82.902  47.63  01   0.00000  0.14016
21 10   -69.089  -14.556  -75.995  54.53  01   0.00000  0.16819
21 11   -75.995  -14.556  -69.089  54.53  01   0.00000  0.16819
21 12   -82.902  -14.556  -62.182  47.63  01   0.00000  0.14016
21 13   -89.809  -14.556  -55.275  40.72  01   0.00000  0.09703
21 14   -96.716  -14.556  -48.368  33.81  01   0.00000  0.05545
21 15  -103.622  -14.556  -41.462  26.91  01   0.00000  0.02588
21 16  -110.529  -14.556  -34.555  20.00  01   0.00000  0.00970
21 17  -117.436  -14.556  -27.648  13.09  01   0.00000  0.00285
21 18  -124.343  -14.556  -20.741   6.19  01   0.00000  0.00063
21 19  -131.249  -14.556  -13.835   0.72  11   0.00021  0.00010
21 20  -138.156  -14.556   -6.928   7.63  11   0.02058  0.00001
21 21  -145.063  -14.556   -0.021  14.54  11   0.97921  0.00000

n = 21  GTcallerror (for GT 11, 01) =   0.000001   0.000221

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
22  0    -0.022  -15.249 -151.971  15.23  00   0.00000  0.00000
22  1    -6.929  -15.249 -145.064   8.32  00   0.00000  0.00001
22  2   -13.836  -15.249 -138.157   1.41  00   0.00000  0.00006
22  3   -20.742  -15.249 -131.250   5.49  01   0.00000  0.00037
22  4   -27.649  -15.249 -124.344  12.40  01   0.00000  0.00174
22  5   -34.556  -15.249 -117.437  19.31  01   0.00000  0.00628
22  6   -41.463  -15.249 -110.530  26.21  01   0.00000  0.01779
22  7   -48.369  -15.249 -103.623  33.12  01   0.00000  0.04066
22  8   -55.276  -15.249  -96.717  40.03  01   0.00000  0.07624
22  9   -62.183  -15.249  -89.810  46.93  01   0.00000  0.11859
22 10   -69.090  -15.249  -82.903  53.84  01   0.00000  0.15417
22 11   -75.996  -15.249  -75.996  60.75  01   0.00000  0.16819
22 12   -82.903  -15.249  -69.090  53.84  01   0.00000  0.15417
22 13   -89.810  -15.249  -62.183  46.93  01   0.00000  0.11859
22 14   -96.717  -15.249  -55.276  40.03  01   0.00000  0.07624
22 15  -103.623  -15.249  -48.369  33.12  01   0.00000  0.04066
22 16  -110.530  -15.249  -41.463  26.21  01   0.00000  0.01779
22 17  -117.437  -15.249  -34.556  19.31  01   0.00000  0.00628
22 18  -124.344  -15.249  -27.649  12.40  01   0.00000  0.00174
22 19  -131.250  -15.249  -20.742   5.49  01   0.00000  0.00037
22 20  -138.157  -15.249  -13.836   1.41  11   0.00023  0.00006
22 21  -145.064  -15.249   -6.929   8.32  11   0.02154  0.00001
22 22  -151.971  -15.249   -0.022  15.23  11   0.97823  0.00000

n = 22  GTcallerror (for GT 11, 01) =   0.000002   0.000121

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
23  0    -0.023  -15.942 -158.878  15.92  00   0.00000  0.00000
23  1    -6.930  -15.942 -151.972   9.01  00   0.00000  0.00000
23  2   -13.837  -15.942 -145.065   2.11  00   0.00000  0.00003
23  3   -20.743  -15.942 -138.158   4.80  01   0.00000  0.00021
23  4   -27.650  -15.942 -131.251  11.71  01   0.00000  0.00106
23  5   -34.557  -15.942 -124.345  18.61  01   0.00000  0.00401
23  6   -41.464  -15.942 -117.438  25.52  01   0.00000  0.01203
23  7   -48.370  -15.942 -110.531  32.43  01   0.00000  0.02922
23  8   -55.277  -15.942 -103.624  39.33  01   0.00000  0.05845
23  9   -62.184  -15.942  -96.718  46.24  01   0.00000  0.09742
23 10   -69.091  -15.942  -89.811  53.15  01   0.00000  0.13638
23 11   -75.997  -15.942  -82.904  60.05  01   0.00000  0.16118
23 12   -82.904  -15.942  -75.997  60.05  01   0.00000  0.16118
23 13   -89.811  -15.942  -69.091  53.15  01   0.00000  0.13638
23 14   -96.718  -15.942  -62.184  46.24  01   0.00000  0.09742
23 15  -103.624  -15.942  -55.277  39.33  01   0.00000  0.05845
23 16  -110.531  -15.942  -48.370  32.43  01   0.00000  0.02922
23 17  -117.438  -15.942  -41.464  25.52  01   0.00000  0.01203
23 18  -124.345  -15.942  -34.557  18.61  01   0.00000  0.00401
23 19  -131.251  -15.942  -27.650  11.71  01   0.00000  0.00106
23 20  -138.158  -15.942  -20.743   4.80  01   0.00000  0.00021
23 21  -145.065  -15.942  -13.837   2.11  11   0.00025  0.00003
23 22  -151.972  -15.942   -6.930   9.01  11   0.02250  0.00000
23 23  -158.878  -15.942   -0.023  15.92  11   0.97725  0.00000

n = 23  GTcallerror (for GT 11, 01) =   0.000002   0.000066

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
24  0    -0.024  -16.636 -165.786  16.61  00   0.00000  0.00000
24  1    -6.931  -16.636 -158.879   9.70  00   0.00000  0.00000
24  2   -13.838  -16.636 -151.973   2.80  00   0.00000  0.00002
24  3   -20.744  -16.636 -145.066   4.11  01   0.00000  0.00012
24  4   -27.651  -16.636 -138.159  11.02  01   0.00000  0.00063
24  5   -34.558  -16.636 -131.252  17.92  01   0.00000  0.00253
24  6   -41.465  -16.636 -124.346  24.83  01   0.00000  0.00802
24  7   -48.371  -16.636 -117.439  31.74  01   0.00000  0.02063
24  8   -55.278  -16.636 -110.532  38.64  01   0.00000  0.04384
24  9   -62.185  -16.636 -103.625  45.55  01   0.00000  0.07793
24 10   -69.092  -16.636  -96.719  52.46  01   0.00000  0.11690
24 11   -75.998  -16.636  -89.812  59.36  01   0.00000  0.14878
24 12   -82.905  -16.636  -82.905  66.27  01   0.00000  0.16118
24 13   -89.812  -16.636  -75.998  59.36  01   0.00000  0.14878
24 14   -96.719  -16.636  -69.092  52.46  01   0.00000  0.11690
24 15  -103.625  -16.636  -62.185  45.55  01   0.00000  0.07793
24 16  -110.532  -16.636  -55.278  38.64  01   0.00000  0.04384
24 17  -117.439  -16.636  -48.371  31.74  01   0.00000  0.02063
24 18  -124.346  -16.636  -41.465  24.83  01   0.00000  0.00802
24 19  -131.252  -16.636  -34.558  17.92  01   0.00000  0.00253
24 20  -138.159  -16.636  -27.651  11.02  01   0.00000  0.00063
24 21  -145.066  -16.636  -20.744   4.11  01   0.00000  0.00012
24 22  -151.973  -16.636  -13.838   2.80  11   0.00027  0.00002
24 23  -158.879  -16.636   -6.931   9.70  11   0.02345  0.00000
24 24  -165.786  -16.636   -0.024  16.61  11   0.97627  0.00000

n = 24  GTcallerror (for GT 11, 01) =   0.000002   0.000036

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
25  0    -0.025  -17.329 -172.694  17.30  00   0.00000  0.00000
25  1    -6.932  -17.329 -165.787  10.40  00   0.00000  0.00000
25  2   -13.839  -17.329 -158.880   3.49  00   0.00000  0.00001
25  3   -20.745  -17.329 -151.974   3.42  01   0.00000  0.00007
25  4   -27.652  -17.329 -145.067  10.32  01   0.00000  0.00038
25  5   -34.559  -17.329 -138.160  17.23  01   0.00000  0.00158
25  6   -41.466  -17.329 -131.253  24.14  01   0.00000  0.00528
25  7   -48.372  -17.329 -124.347  31.04  01   0.00000  0.01433
25  8   -55.279  -17.329 -117.440  37.95  01   0.00000  0.03223
25  9   -62.186  -17.329 -110.533  44.86  01   0.00000  0.06089
25 10   -69.093  -17.329 -103.626  51.76  01   0.00000  0.09742
25 11   -75.999  -17.329  -96.720  58.67  01   0.00000  0.13284
25 12   -82.906  -17.329  -89.813  65.58  01   0.00000  0.15498
25 13   -89.813  -17.329  -82.906  65.58  01   0.00000  0.15498
25 14   -96.720  -17.329  -75.999  58.67  01   0.00000  0.13284
25 15  -103.626  -17.329  -69.093  51.76  01   0.00000  0.09742
25 16  -110.533  -17.329  -62.186  44.86  01   0.00000  0.06089
25 17  -117.440  -17.329  -55.279  37.95  01   0.00000  0.03223
25 18  -124.347  -17.329  -48.372  31.04  01   0.00000  0.01433
