
input per-read per-base error rate? 
per-read per-base error rate e = 0.01
 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
10  7   -32.266   -6.931  -13.886   6.95  01   0.00011  0.11719
10  8   -36.861   -6.931   -9.291   2.36  01   0.00415  0.04395
10  9   -41.457   -6.931   -4.696   2.24  11   0.09135  0.00977
10 10   -46.052   -6.931   -0.101   6.83  11   0.90438  0.00098

n = 10  GTcallerror (for GT 11, 01) =   0.004266   0.021484

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
11  0    -0.111   -7.625  -50.657   7.51  00   0.00000  0.00049
11  1    -4.706   -7.625  -46.062   2.92  00   0.00000  0.00537
11  2    -9.301   -7.625  -41.467   1.68  01   0.00000  0.02686
11  3   -13.896   -7.625  -36.872   6.27  01   0.00000  0.08057
11  4   -18.491   -7.625  -32.276  10.87  01   0.00000  0.16113
11  5   -23.086   -7.625  -27.681  15.46  01   0.00000  0.22559
11  6   -27.681   -7.625  -23.086  15.46  01   0.00000  0.22559
11  7   -32.276   -7.625  -18.491  10.87  01   0.00000  0.16113
11  8   -36.872   -7.625  -13.896   6.27  01   0.00015  0.08057
11  9   -41.467   -7.625   -9.301   1.68  01   0.00502  0.02686
11 10   -46.062   -7.625   -4.706   2.92  11   0.09948  0.00537
11 11   -50.657   -7.625   -0.111   7.51  11   0.89534  0.00049

n = 11  GTcallerror (for GT 11, 01) =   0.005180   0.011719

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
12  0    -0.121   -8.318  -55.262   8.20  00   0.00000  0.00024
12  1    -4.716   -8.318  -50.667   3.60  00   0.00000  0.00293
12  2    -9.311   -8.318  -46.072   0.99  01   0.00000  0.01611
12  3   -13.906   -8.318  -41.477   5.59  01   0.00000  0.05371
12  4   -18.501   -8.318  -36.882  10.18  01   0.00000  0.12085
12  5   -23.096   -8.318  -32.286  14.78  01   0.00000  0.19336
12  6   -27.691   -8.318  -27.691  19.37  01   0.00000  0.22559
12  7   -32.286   -8.318  -23.096  14.78  01   0.00000  0.19336
12  8   -36.882   -8.318  -18.501  10.18  01   0.00000  0.12085
12  9   -41.477   -8.318  -13.906   5.59  01   0.00020  0.05371
12 10   -46.072   -8.318   -9.311   0.99  01   0.00597  0.01611
12 11   -50.667   -8.318   -4.716   3.60  11   0.10744  0.00293
12 12   -55.262   -8.318   -0.121   8.20  11   0.88638  0.00024

n = 12  GTcallerror (for GT 11, 01) =   0.006175   0.006348

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
13  0    -0.131   -9.011  -59.867   8.88  00   0.00000  0.00012
13  1    -4.726   -9.011  -55.272   4.29  00   0.00000  0.00159
13  2    -9.321   -9.011  -50.677   0.31  01   0.00000  0.00952
13  3   -13.916   -9.011  -46.082   4.91  01   0.00000  0.03491
13  4   -18.511   -9.011  -41.487   9.50  01   0.00000  0.08728
13  5   -23.106   -9.011  -36.892  14.10  01   0.00000  0.15710
13  6   -27.701   -9.011  -32.296  18.69  01   0.00000  0.20947
13  7   -32.296   -9.011  -27.701  18.69  01   0.00000  0.20947
13  8   -36.892   -9.011  -23.106  14.10  01   0.00000  0.15710
13  9   -41.487   -9.011  -18.511   9.50  01   0.00001  0.08728
13 10   -46.082   -9.011  -13.916   4.91  01   0.00026  0.03491
13 11   -50.677   -9.011   -9.321   0.31  01   0.00698  0.00952
13 12   -55.272   -9.011   -4.726   4.29  11   0.11523  0.00159
13 13   -59.867   -9.011   -0.131   8.88  11   0.87752  0.00012

n = 13  GTcallerror (for GT 11, 01) =   0.007249   0.003418

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
14  0    -0.141   -9.704  -64.472   9.56  00   0.00000  0.00006
14  1    -4.736   -9.704  -59.877   4.97  00   0.00000  0.00085
14  2    -9.331   -9.704  -55.282   0.37  00   0.00000  0.00555
14  3   -13.926   -9.704  -50.687   4.22  01   0.00000  0.02222
14  4   -18.521   -9.704  -46.092   8.82  01   0.00000  0.06110
14  5   -23.116   -9.704  -41.497  13.41  01   0.00000  0.12219
14  6   -27.711   -9.704  -36.902  18.01  01   0.00000  0.18329
14  7   -32.307   -9.704  -32.307  22.60  01   0.00000  0.20947
14  8   -36.902   -9.704  -27.711  18.01  01   0.00000  0.18329
14  9   -41.497   -9.704  -23.116  13.41  01   0.00000  0.12219
14 10   -46.092   -9.704  -18.521   8.82  01   0.00001  0.06110
14 11   -50.687   -9.704  -13.926   4.22  01   0.00033  0.02222
14 12   -55.282   -9.704   -9.331   0.37  11   0.00807  0.00555
14 13   -59.877   -9.704   -4.736   4.97  11   0.12285  0.00085
14 14   -64.472   -9.704   -0.141   9.56  11   0.86875  0.00006

n = 14  GTcallerror (for GT 11, 01) =   0.000335   0.012939

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
15  0    -0.151  -10.397  -69.078  10.25  00   0.00000  0.00003
15  1    -4.746  -10.397  -64.482   5.65  00   0.00000  0.00046
15  2    -9.341  -10.397  -59.887   1.06  00   0.00000  0.00320
15  3   -13.936  -10.397  -55.292   3.54  01   0.00000  0.01389
15  4   -18.531  -10.397  -50.697   8.13  01   0.00000  0.04166
15  5   -23.126  -10.397  -46.102  12.73  01   0.00000  0.09164
15  6   -27.721  -10.397  -41.507  17.32  01   0.00000  0.15274
15  7   -32.317  -10.397  -36.912  21.92  01   0.00000  0.19638
15  8   -36.912  -10.397  -32.317  21.92  01   0.00000  0.19638
15  9   -41.507  -10.397  -27.721  17.32  01   0.00000  0.15274
15 10   -46.102  -10.397  -23.126  12.73  01   0.00000  0.09164
15 11   -50.697  -10.397  -18.531   8.13  01   0.00001  0.04166
15 12   -55.292  -10.397  -13.936   3.54  01   0.00040  0.01389
15 13   -59.887  -10.397   -9.341   1.06  11   0.00921  0.00320
15 14   -64.482  -10.397   -4.746   5.65  11   0.13031  0.00046
15 15   -69.078  -10.397   -0.151  10.25  11   0.86006  0.00003

n = 15  GTcallerror (for GT 11, 01) =   0.000416   0.007385

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
16  0    -0.161  -11.090  -73.683  10.93  00   0.00000  0.00002
16  1    -4.756  -11.090  -69.088   6.33  00   0.00000  0.00024
16  2    -9.351  -11.090  -64.492   1.74  00   0.00000  0.00183
16  3   -13.946  -11.090  -59.897   2.86  01   0.00000  0.00854
16  4   -18.541  -11.090  -55.302   7.45  01   0.00000  0.02777
16  5   -23.136  -11.090  -50.707  12.05  01   0.00000  0.06665
16  6   -27.732  -11.090  -46.112  16.64  01   0.00000  0.12219
16  7   -32.327  -11.090  -41.517  21.24  01   0.00000  0.17456
16  8   -36.922  -11.090  -36.922  25.83  01   0.00000  0.19638
16  9   -41.517  -11.090  -32.327  21.24  01   0.00000  0.17456
16 10   -46.112  -11.090  -27.732  16.64  01   0.00000  0.12219
16 11   -50.707  -11.090  -23.136  12.05  01   0.00000  0.06665
16 12   -55.302  -11.090  -18.541   7.45  01   0.00002  0.02777
16 13   -59.897  -11.090  -13.946   2.86  01   0.00049  0.00854
16 14   -64.492  -11.090   -9.351   1.74  11   0.01042  0.00183
16 15   -69.088  -11.090   -4.756   6.33  11   0.13761  0.00024
16 16   -73.683  -11.090   -0.161  10.93  11   0.85146  0.00002

n = 16  GTcallerror (for GT 11, 01) =   0.000508   0.004181

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
17  0    -0.171  -11.784  -78.288  11.61  00   0.00000  0.00001
17  1    -4.766  -11.784  -73.693   7.02  00   0.00000  0.00013
17  2    -9.361  -11.784  -69.098   2.42  00   0.00000  0.00104
17  3   -13.956  -11.784  -64.503   2.17  01   0.00000  0.00519
17  4   -18.551  -11.784  -59.907   6.77  01   0.00000  0.01816
17  5   -23.146  -11.784  -55.312  11.36  01   0.00000  0.04721
17  6   -27.742  -11.784  -50.717  15.96  01   0.00000  0.09442
17  7   -32.337  -11.784  -46.122  20.55  01   0.00000  0.14838
17  8   -36.932  -11.784  -41.527  25.15  01   0.00000  0.18547
17  9   -41.527  -11.784  -36.932  25.15  01   0.00000  0.18547
17 10   -46.122  -11.784  -32.337  20.55  01   0.00000  0.14838
17 11   -50.717  -11.784  -27.742  15.96  01   0.00000  0.09442
17 12   -55.312  -11.784  -23.146  11.36  01   0.00000  0.04721
17 13   -59.907  -11.784  -18.551   6.77  01   0.00002  0.01816
17 14   -64.503  -11.784  -13.956   2.17  01   0.00059  0.00519
17 15   -69.098  -11.784   -9.361   2.42  11   0.01170  0.00104
17 16   -73.693  -11.784   -4.766   7.02  11   0.14475  0.00013
17 17   -78.288  -11.784   -0.171  11.61  11   0.84294  0.00001

n = 17  GTcallerror (for GT 11, 01) =   0.000612   0.002350

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
18  0    -0.181  -12.477  -82.893  12.30  00   0.00000  0.00000
18  1    -4.776  -12.477  -78.298   7.70  00   0.00000  0.00007
18  2    -9.371  -12.477  -73.703   3.11  00   0.00000  0.00058
18  3   -13.966  -12.477  -69.108   1.49  01   0.00000  0.00311
18  4   -18.561  -12.477  -64.513   6.08  01   0.00000  0.01167
18  5   -23.157  -12.477  -59.917  10.68  01   0.00000  0.03268
18  6   -27.752  -12.477  -55.322  15.27  01   0.00000  0.07082
18  7   -32.347  -12.477  -50.727  19.87  01   0.00000  0.12140
18  8   -36.942  -12.477  -46.132  24.47  01   0.00000  0.16692
18  9   -41.537  -12.477  -41.537  29.06  01   0.00000  0.18547
18 10   -46.132  -12.477  -36.942  24.47  01   0.00000  0.16692
18 11   -50.727  -12.477  -32.347  19.87  01   0.00000  0.12140
18 12   -55.322  -12.477  -27.752  15.27  01   0.00000  0.07082
18 13   -59.917  -12.477  -23.157  10.68  01   0.00000  0.03268
18 14   -64.513  -12.477  -18.561   6.08  01   0.00003  0.01167
18 15   -69.108  -12.477  -13.966   1.49  01   0.00070  0.00311
18 16   -73.703  -12.477   -9.371   3.11  11   0.01303  0.00058
18 17   -78.298  -12.477   -4.776   7.70  11   0.15173  0.00007
18 18   -82.893  -12.477   -0.181  12.30  11   0.83451  0.00000

n = 18  GTcallerror (for GT 11, 01) =   0.000729   0.001312

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
19  0    -0.191  -13.170  -87.498  12.98  00   0.00000  0.00000
19  1    -4.786  -13.170  -82.903   8.38  00   0.00000  0.00004
19  2    -9.381  -13.170  -78.308   3.79  00   0.00000  0.00033
19  3   -13.976  -13.170  -73.713   0.81  01   0.00000  0.00185
19  4   -18.571  -13.170  -69.118   5.40  01   0.00000  0.00739
19  5   -23.167  -13.170  -64.523  10.00  01   0.00000  0.02218
19  6   -27.762  -13.170  -59.928  14.59  01   0.00000  0.05175
19  7   -32.357  -13.170  -55.332  19.19  01   0.00000  0.09611
19  8   -36.952  -13.170  -50.737  23.78  01   0.00000  0.14416
19  9   -41.547  -13.170  -46.142  28.38  01   0.00000  0.17620
19 10   -46.142  -13.170  -41.547  28.38  01   0.00000  0.17620
19 11   -50.737  -13.170  -36.952  23.78  01   0.00000  0.14416
19 12   -55.332  -13.170  -32.357  19.19  01   0.00000  0.09611
19 13   -59.928  -13.170  -27.762  14.59  01   0.00000  0.05175
19 14   -64.523  -13.170  -23.167  10.00  01   0.00000  0.02218
19 15   -69.118  -13.170  -18.571   5.40  01   0.00003  0.00739
19 16   -73.713  -13.170  -13.976   0.81  01   0.00083  0.00185
19 17   -78.308  -13.170   -9.381   3.79  11   0.01441  0.00033
19 18   -82.903  -13.170   -4.786   8.38  11   0.15856  0.00004
19 19   -87.498  -13.170   -0.191  12.98  11   0.82617  0.00000

n = 19  GTcallerror (for GT 11, 01) =   0.000859   0.000729

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
20  0    -0.201  -13.863  -92.103  13.66  00   0.00000  0.00000
20  1    -4.796  -13.863  -87.508   9.07  00   0.00000  0.00002
20  2    -9.391  -13.863  -82.913   4.47  00   0.00000  0.00018
20  3   -13.986  -13.863  -78.318   0.12  01   0.00000  0.00109
20  4   -18.581  -13.863  -73.723   4.72  01   0.00000  0.00462
20  5   -23.177  -13.863  -69.128   9.31  01   0.00000  0.01479
20  6   -27.772  -13.863  -64.533  13.91  01   0.00000  0.03696
20  7   -32.367  -13.863  -59.938  18.50  01   0.00000  0.07393
20  8   -36.962  -13.863  -55.342  23.10  01   0.00000  0.12013
20  9   -41.557  -13.863  -50.747  27.69  01   0.00000  0.16018
20 10   -46.152  -13.863  -46.152  32.29  01   0.00000  0.17620
20 11   -50.747  -13.863  -41.557  27.69  01   0.00000  0.16018
20 12   -55.342  -13.863  -36.962  23.10  01   0.00000  0.12013
20 13   -59.938  -13.863  -32.367  18.50  01   0.00000  0.07393
20 14   -64.533  -13.863  -27.772  13.91  01   0.00000  0.03696
20 15   -69.128  -13.863  -23.177   9.31  01   0.00000  0.01479
20 16   -73.723  -13.863  -18.581   4.72  01   0.00004  0.00462
20 17   -78.318  -13.863  -13.986   0.12  01   0.00096  0.00109
20 18   -82.913  -13.863   -9.391   4.47  11   0.01586  0.00018
20 19   -87.508  -13.863   -4.796   9.07  11   0.16523  0.00002
20 20   -92.103  -13.863   -0.201  13.66  11   0.81791  0.00000

n = 20  GTcallerror (for GT 11, 01) =   0.001004   0.000402

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
21  0    -0.211  -14.556  -96.709  14.35  00   0.00000  0.00000
21  1    -4.806  -14.556  -92.113   9.75  00   0.00000  0.00001
21  2    -9.401  -14.556  -87.518   5.15  00   0.00000  0.00010
21  3   -13.996  -14.556  -82.923   0.56  00   0.00000  0.00063
21  4   -18.592  -14.556  -78.328   4.04  01   0.00000  0.00285
21  5   -23.187  -14.556  -73.733   8.63  01   0.00000  0.00970
21  6   -27.782  -14.556  -69.138  13.23  01   0.00000  0.02588
21  7   -32.377  -14.556  -64.543  17.82  01   0.00000  0.05545
21  8   -36.972  -14.556  -59.948  22.42  01   0.00000  0.09703
21  9   -41.567  -14.556  -55.352  27.01  01   0.00000  0.14016
21 10   -46.162  -14.556  -50.757  31.61  01   0.00000  0.16819
21 11   -50.757  -14.556  -46.162  31.61  01   0.00000  0.16819
21 12   -55.352  -14.556  -41.567  27.01  01   0.00000  0.14016
21 13   -59.948  -14.556  -36.972  22.42  01   0.00000  0.09703
21 14   -64.543  -14.556  -32.377  17.82  01   0.00000  0.05545
21 15   -69.138  -14.556  -27.782  13.23  01   0.00000  0.02588
21 16   -73.733  -14.556  -23.187   8.63  01   0.00000  0.00970
21 17   -78.328  -14.556  -18.592   4.04  01   0.00005  0.00285
21 18   -82.923  -14.556  -13.996   0.56  11   0.00111  0.00063
21 19   -87.518  -14.556   -9.401   5.15  11   0.01735  0.00010
21 20   -92.113  -14.556   -4.806   9.75  11   0.17176  0.00001
21 21   -96.709  -14.556   -0.211  14.35  11   0.80973  0.00000

n = 21  GTcallerror (for GT 11, 01) =   0.000052   0.001490

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
22  0    -0.221  -15.249 -101.314  15.03  00   0.00000  0.00000
22  1    -4.816  -15.249  -96.719  10.43  00   0.00000  0.00001
22  2    -9.411  -15.249  -92.124   5.84  00   0.00000  0.00006
22  3   -14.006  -15.249  -87.528   1.24  00   0.00000  0.00037
22  4   -18.602  -15.249  -82.933   3.35  01   0.00000  0.00174
22  5   -23.197  -15.249  -78.338   7.95  01   0.00000  0.00628
22  6   -27.792  -15.249  -73.743  12.54  01   0.00000  0.01779
22  7   -32.387  -15.249  -69.148  17.14  01   0.00000  0.04066
22  8   -36.982  -15.249  -64.553  21.73  01   0.00000  0.07624
22  9   -41.577  -15.249  -59.958  26.33  01   0.00000  0.11859
22 10   -46.172  -15.249  -55.363  30.92  01   0.00000  0.15417
22 11   -50.767  -15.249  -50.767  35.52  01   0.00000  0.16819
22 12   -55.363  -15.249  -46.172  30.92  01   0.00000  0.15417
22 13   -59.958  -15.249  -41.577  26.33  01   0.00000  0.11859
22 14   -64.553  -15.249  -36.982  21.73  01   0.00000  0.07624
22 15   -69.148  -15.249  -32.387  17.14  01   0.00000  0.04066
22 16   -73.743  -15.249  -27.792  12.54  01   0.00000  0.01779
22 17   -78.338  -15.249  -23.197   7.95  01   0.00000  0.00628
22 18   -82.933  -15.249  -18.602   3.35  01   0.00006  0.00174
22 19   -87.528  -15.249  -14.006   1.24  11   0.00127  0.00037
22 20   -92.124  -15.249   -9.411   5.84  11   0.01889  0.00006
22 21   -96.719  -15.249   -4.816  10.43  11   0.17814  0.00001
22 22  -101.314  -15.249   -0.221  15.03  11   0.80163  0.00000

n = 22  GTcallerror (for GT 11, 01) =   0.000063   0.000855

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
23  0    -0.231  -15.942 -105.919  15.71  00   0.00000  0.00000
23  1    -4.826  -15.942 -101.324  11.12  00   0.00000  0.00000
23  2    -9.421  -15.942  -96.729   6.52  00   0.00000  0.00003
23  3   -14.017  -15.942  -92.134   1.93  00   0.00000  0.00021
23  4   -18.612  -15.942  -87.538   2.67  01   0.00000  0.00106
23  5   -23.207  -15.942  -82.943   7.26  01   0.00000  0.00401
23  6   -27.802  -15.942  -78.348  11.86  01   0.00000  0.01203
23  7   -32.397  -15.942  -73.753  16.45  01   0.00000  0.02922
23  8   -36.992  -15.942  -69.158  21.05  01   0.00000  0.05845
23  9   -41.587  -15.942  -64.563  25.64  01   0.00000  0.09742
23 10   -46.182  -15.942  -59.968  30.24  01   0.00000  0.13638
23 11   -50.777  -15.942  -55.373  34.84  01   0.00000  0.16118
23 12   -55.373  -15.942  -50.777  34.84  01   0.00000  0.16118
23 13   -59.968  -15.942  -46.182  30.24  01   0.00000  0.13638
23 14   -64.563  -15.942  -41.587  25.64  01   0.00000  0.09742
23 15   -69.158  -15.942  -36.992  21.05  01   0.00000  0.05845
23 16   -73.753  -15.942  -32.397  16.45  01   0.00000  0.02922
23 17   -78.348  -15.942  -27.802  11.86  01   0.00000  0.01203
23 18   -82.943  -15.942  -23.207   7.26  01   0.00000  0.00401
23 19   -87.538  -15.942  -18.612   2.67  01   0.00007  0.00106
23 20   -92.134  -15.942  -14.017   1.93  11   0.00145  0.00021
23 21   -96.729  -15.942   -9.421   6.52  11   0.02049  0.00003
23 22  -101.324  -15.942   -4.826  11.12  11   0.18438  0.00000
23 23  -105.919  -15.942   -0.231  15.71  11   0.79361  0.00000

n = 23  GTcallerror (for GT 11, 01) =   0.000076   0.000488

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
24  0    -0.241  -16.636 -110.524  16.39  00   0.00000  0.00000
24  1    -4.836  -16.636 -105.929  11.80  00   0.00000  0.00000
24  2    -9.431  -16.636 -101.334   7.20  00   0.00000  0.00002
24  3   -14.027  -16.636  -96.739   2.61  00   0.00000  0.00012
24  4   -18.622  -16.636  -92.144   1.99  01   0.00000  0.00063
24  5   -23.217  -16.636  -87.548   6.58  01   0.00000  0.00253
24  6   -27.812  -16.636  -82.953  11.18  01   0.00000  0.00802
24  7   -32.407  -16.636  -78.358  15.77  01   0.00000  0.02063
24  8   -37.002  -16.636  -73.763  20.37  01   0.00000  0.04384
24  9   -41.597  -16.636  -69.168  24.96  01   0.00000  0.07793
24 10   -46.192  -16.636  -64.573  29.56  01   0.00000  0.11690
24 11   -50.788  -16.636  -59.978  34.15  01   0.00000  0.14878
24 12   -55.383  -16.636  -55.383  38.75  01   0.00000  0.16118
24 13   -59.978  -16.636  -50.788  34.15  01   0.00000  0.14878
24 14   -64.573  -16.636  -46.192  29.56  01   0.00000  0.11690
24 15   -69.168  -16.636  -41.597  24.96  01   0.00000  0.07793
24 16   -73.763  -16.636  -37.002  20.37  01   0.00000  0.04384
24 17   -78.358  -16.636  -32.407  15.77  01   0.00000  0.02063
24 18   -82.953  -16.636  -27.812  11.18  01   0.00000  0.00802
24 19   -87.548  -16.636  -23.217   6.58  01   0.00000  0.00253
24 20   -92.144  -16.636  -18.622   1.99  01   0.00009  0.00063
24 21   -96.739  -16.636  -14.027   2.61  11   0.00164  0.00012
24 22  -101.334  -16.636   -9.431   7.20  11   0.02213  0.00002
24 23  -105.929  -16.636   -4.836  11.80  11   0.19047  0.00000
24 24  -110.524  -16.636   -0.241  16.39  11   0.78568  0.00000

n = 24  GTcallerror (for GT 11, 01) =   0.000091   0.000277

 n  k     lnL00    lnL01    lnL11   dlnL  GT  pk0(GT11) pk1(GT01)
25  0    -0.251  -17.329 -115.129  17.08  00   0.00000  0.00000
25  1    -4.846  -17.329 -110.534  12.48  00   0.00000  0.00000
25  2    -9.441  -17.329 -105.939   7.89  00   0.00000  0.00001
25  3   -14.037  -17.329 -101.344   3.29  00   0.00000  0.00007
25  4   -18.632  -17.329  -96.749   1.30  01   0.00000  0.00038
25  5   -23.227  -17.329  -92.154   5.90  01   0.00000  0.00158
25  6   -27.822  -17.329  -87.559  10.49  01   0.00000  0.00528
25  7   -32.417  -17.329  -82.963  15.09  01   0.00000  0.01433
25  8   -37.012  -17.329  -78.368  19.68  01   0.00000  0.03223
25  9   -41.607  -17.329  -73.773  24.28  01   0.00000  0.06089
25 10   -46.202  -17.329  -69.178  28.87  01   0.00000  0.09742
25 11   -50.798  -17.329  -64.583  33.47  01   0.00000  0.13284
25 12   -55.393  -17.329  -59.988  38.06  01   0.00000  0.15498
25 13   -59.988  -17.329  -55.393  38.06  01   0.00000  0.15498
25 14   -64.583  -17.329  -50.798  33.47  01   0.00000  0.13284
25 15   -69.178  -17.329  -46.202  28.87  01   0.00000  0.09742
25 16   -73.773  -17.329  -41.607  24.28  01   0.00000  0.06089
25 17   -78.368  -17.329  -37.012  19.68  01   0.00000  0.03223
25 18   -82.963  -17.329  -32.417  15.09  01   0.00000  0.01433
